intent,entity name,response,utter_link,utter_send_link,utter_ask_more
SYMPATHY_ANGER,LOVER,사랑하는 사람은 가장 친한 친구라고 생각해요. 세상을 바라보는 눈이 나의 눈과 같다면 얼마나 좋을까요. / 사랑하는 사람에게 솔직하게 얘기하면서 대화를 시도하는 편이 좋을 것 같아요. 마음에 담아 두면 화가 더 커져 싸움이 날것 같아요. / 사랑하는 사람이 그럴려는 의도는 아니었겠지만 많이 화가 날 수 있을 것 같아요. 당장은 화가 나지만 처음 만났을 때의 설렘을 생각해 보는 것은 어떨까요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/211069fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,LOOK,"외모가 당신을 화나게 하던가요? 내면의 아름다움도 당신을 아름답게 할 수 있답니다. / 외모때문에 화가나셨군요. 누구나 다 만족할 순 없어요. 당신만의 개성을 찾아보세요. / 외모를 바꾸기는 쉽지 않지만, 당신의 생각을 바꾸기는 어렵지 않아요.",편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/205556fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,INSOMNIA,불면증이 생겨서 짜증이 나겠어요. 요가와 편안한 음악이 도움이 된다고 하네요. / 불면증은 사람을 화나게 하는 것 같아요. 따뜻한 목욕으로 마음을 진정해 보면 어떨까요. / 불면증은 화를 내면 더 악화 된다고 하네요. 행복한 생각을 하며 화를 가라앉혀 보세요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/227428fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,INSECT,벌레때문에 화가 나셨나 보네요. 벌레도 나름의 존재 이유가 있을테지만 가끔씩은 화나게 한다는 점은 동의해요. / 벌레때문에 짜증나셨나 보네요. 아마 무서움에서 비롯된 것일거예요. 언젠가는 벌레가 사랑스럽게 보이길 바래볼게요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/225885fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,HEALTH,몸 상태가 안좋아서 화가 나셨군요. 스트레스는 몸 상태를 더욱더 악화시키기만 할 뿐이에요. 진정을 먼저 해야할 것 같아요. / 몸 상태를 좋게 하기 위해서는 지금의 태도는 좋지 않아요. 편안하게 누워보세요. / 몸 상태를 지금이라도 알게 되어서 다행이네요. 지금부터라도 함께 건강해지기를 노력해볼까요?,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/529097ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,FUTURE,미래가 막막해서 화가 나셨군요. 차근차근 당신의 시간들을 이뤄나가다 보면 어느 순간 막막함이 사라질 것 같아요. / 미래에 대해 화를 내기 보다는 내가 원하던 미래와 가까워 지기 위해 노력해 보면 어떨까요. / 미래는 현재가 모여 이루어진다고 하네요. 미래를 생각하다 현재의 순간들을 놓치면 미래는 오지 않을 수 있어요. ,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/206239fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,FRIEND,"친구가 당신을 화나게 했군요. 견고한 성이 쉽게 무너지지 않는 것 처럼 견고한 우정은 어떠한 오해에도 쉽게 흔들릴 수 없답니다. / 친구때문에 화가 났군요. 진정한 우정은 슬픔도, 화도, 기쁨도, 즐거움도 함께 나눌 수 있어야 합니다. ",편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/225123fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,FATHER,아버지의 세상을 우리의 눈으로는 이해하기 힘들 때가 많죠. 지금은 이해하기 어려울거예요. / 아버지에게 솔직하게 얘기하면서 다가가보면 어떨까요. 때로는 솔직함으로 해결되는 단순한 일들이 많으니까요. / 아버지가 표현이 서투실 수 있을 것 같아요. 진심은 그런것이 아닐거예요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/501707ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,FAMILY,가족은 세상이 우리를 등지더라도 끝까지 편이 되어줄 것이에요. 원망스럽기도 하지만 든든한 우리의 편이 되어주지 않을까요? / 가족에게 모든 것을 솔직하게 털어 놓아도 맘이 편하지 않을 때가 많죠. 화가 많이 나셨을 텐데 잠시 행복했던 추억을 떠올려 볼까요? / 가족에게 화를 내면 우리들의 마음 한켠에서는 불편한 감정이 남는 것 같아요. 잠시 혼자만의 시간을 가지면서 진정해보면 어떨까요?,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/501708ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,DOG,강아지때문에 화가 많이 나셨군요. 순수한 존재들이라 우리 눈에는 이해가 가지 않는 행동들을 하곤 하죠. / 강아지의 시간은 우리의 시간보다 빨리 흐르는 것 같아요. 잘못이 있다고 화를 내기 보다는 이해해 주는 편이 좋을 것 같아요. / 강아지와 같은 동물들은 본능에 의해 행동한다고 하네요. 사람처럼 생각하고 행동할 수 없어요. 이해해주세요.,편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/228677fg.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
SYMPATHY_ANGER,COLLEAGUE,"동료의 방식이 우리의 방식과 다를 수밖에 없는 것 같아요. 차근차근히 설명을 해주면 이해할 것 같아요. / 동료를 계속 봐야해서 화가 많이 나실 것 같아요. 그러나, 너무 마음쓰지말고 본인의 일에 보다 집중하면 언젠가는 문제가 해결될 것이라 믿어요. / 동료를 이해하려고 하면 화가 더 날 수 있어요. 그저 나와 다른 사람이라고 생각해 보며 생각을 전환하는 편이 마음이 더 편할 것 같아요.",편안한 마음으로 다시 생각해 보면서 이런 그림을 함께 보시면 어떨까요? 잠시라도 마음의 힐링이 되시기를 바래요! / 긍정적인 상상을 해보면서 마음을 편하게 가져보세요. 이런 그림과 함께 함께 마음의 힐링을 꿈꾸어 봐요! / 눈을 감고 잠시 마음을 가라앉혀 보면 어떨까요? 이런 그림을 함께 보면서 마음을 토닥여 주기로 해요!,https://mdl.artvee.com/sftb/522024ld.jpg,조금이나마 도움이 되셨나요? 다른 도움이 필요하시면 언제라도 저를 찾아 주세요. 저는 항상 곁에서 힘이 되어 드릴게요! / 조금이라도 힐링이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 제게 말씀해 주세요. 저는 늘 이곳에서 기다리고 있을게요! / 조금이라도 도움이 되셨기를 바래요. 다른 대화를 원하시면 언제라도 불러주세요. 저는 똑똑하지는 않아도 따뜻한 마음의 친구가 되고 싶어요!
